run_id,production_date,shift_id,machine_id,product_id,operator_id,planned_time_min,run_time_min,total_count,good_count,scrap_count
RUN13377,2025-10-07,T3,M12,P01,OP06,480,304,542,519,23
RUN13378,2025-10-08,T1,M01,P05,OP16,480,373,1865,1831,34
RUN13379,2025-10-08,T1,M02,P01,OP10,480,381,1860,1815,45
RUN13380,2025-10-08,T1,M03,P03,OP07,480,469,1277,1260,17
RUN13381,2025-10-08,T1,M04,P04,OP04,480,316,821,761,60
RUN13382,2025-10-08,T1,M05,P03,OP01,480,454,3102,3066,36
RUN13383,2025-10-08,T1,M06,P02,OP04,480,382,3685,3540,145
RUN13384,2025-10-08,T1,M07,P02,OP16,480,431,1695,1615,80
RUN13385,2025-10-08,T1,M08,P03,OP04,480,347,1296,1232,64
RUN13386,2025-10-08,T1,M09,P03,OP10,480,402,2261,2117,144
RUN13387,2025-10-08,T1,M10,P02,OP13,480,422,1283,1272,11
RUN13388,2025-10-08,T1,M11,P04,OP01,480,391,869,850,19
RUN13389,2025-10-08,T1,M12,P03,OP07,480,356,679,628,51
RUN13390,2025-10-08,T2,M01,P03,OP17,480,402,1850,1808,42
RUN13391,2025-10-08,T2,M02,P01,OP05,480,328,1483,1412,71
RUN13392,2025-10-08,T2,M03,P01,OP11,480,379,1022,1022,0
RUN13393,2025-10-08,T2,M05,P01,OP05,480,440,3212,3212,0
RUN13394,2025-10-08,T2,M06,P01,OP14,480,387,4226,4042,184
RUN13395,2025-10-08,T2,M07,P02,OP05,480,300,1053,1029,24
RUN13396,2025-10-08,T2,M08,P03,OP08,480,364,1319,1264,55
RUN13397,2025-10-08,T2,M09,P04,OP11,480,448,2435,2392,43
RUN13398,2025-10-08,T2,M10,P04,OP14,480,334,1026,958,68
RUN13399,2025-10-08,T2,M11,P04,OP14,480,410,870,870,0
RUN13400,2025-10-08,T2,M12,P02,OP05,480,332,554,504,50
RUN13401,2025-10-08,T3,M01,P02,OP15,480,415,2001,2001,0
RUN13402,2025-10-08,T3,M02,P01,OP09,480,391,1715,1636,79
RUN13403,2025-10-08,T3,M04,P03,OP09,480,291,772,729,43
RUN13404,2025-10-08,T3,M05,P03,OP09,480,359,2669,2625,44
RUN13405,2025-10-08,T3,M07,P03,OP06,480,382,1289,1250,39
RUN13406,2025-10-08,T3,M08,P05,OP18,480,384,1402,1311,91
RUN13407,2025-10-08,T3,M09,P02,OP15,480,375,2195,2055,140
RUN13408,2025-10-08,T3,M10,P01,OP15,480,401,1162,1113,49
RUN13409,2025-10-08,T3,M11,P04,OP06,480,433,990,980,10
RUN13410,2025-10-08,T3,M12,P03,OP18,480,366,644,604,40
RUN13411,2025-10-09,T1,M01,P01,OP04,480,381,1710,1668,42
RUN13412,2025-10-09,T1,M03,P04,OP07,480,400,1094,1021,73
RUN13413,2025-10-09,T1,M04,P05,OP01,480,382,944,878,66
RUN13414,2025-10-09,T1,M05,P01,OP01,480,382,2865,2784,81
RUN13415,2025-10-09,T1,M06,P02,OP01,480,438,4821,4809,12
RUN13416,2025-10-09,T1,M07,P05,OP01,480,386,1434,1377,57
RUN13417,2025-10-09,T1,M08,P04,OP10,480,355,1191,1144,47
RUN13418,2025-10-09,T1,M09,P04,OP13,480,433,2529,2398,131
RUN13419,2025-10-09,T1,M10,P01,OP04,480,404,1215,1125,90
RUN13420,2025-10-09,T1,M11,P03,OP01,480,443,940,940,0
RUN13421,2025-10-09,T1,M12,P05,OP13,480,340,640,595,45
RUN13422,2025-10-09,T2,M01,P03,OP02,480,439,2139,2139,0
RUN13423,2025-10-09,T2,M02,P04,OP02,480,362,1536,1476,60
RUN13424,2025-10-09,T2,M03,P02,OP05,480,378,1087,1066,21
RUN13425,2025-10-09,T2,M04,P01,OP05,480,373,968,896,72
RUN13426,2025-10-09,T2,M05,P01,OP02,480,421,3123,3103,20
RUN13427,2025-10-09,T2,M07,P02,OP08,480,342,1268,1190,78
RUN13428,2025-10-09,T2,M08,P02,OP05,480,385,1401,1357,44
RUN13429,2025-10-09,T2,M09,P02,OP17,480,375,2053,1998,55
RUN13430,2025-10-09,T2,M11,P01,OP08,480,426,883,858,25
RUN13431,2025-10-09,T2,M12,P01,OP14,480,355,621,572,49
RUN13432,2025-10-09,T3,M01,P05,OP15,480,431,1968,1903,65
RUN13433,2025-10-09,T3,M02,P05,OP18,480,377,1786,1762,24
RUN13434,2025-10-09,T3,M03,P01,OP12,480,352,954,918,36
RUN13435,2025-10-09,T3,M05,P02,OP06,480,408,2950,2932,18
RUN13436,2025-10-09,T3,M06,P01,OP12,480,405,4262,4258,4
RUN13437,2025-10-09,T3,M07,P03,OP09,480,442,1584,1581,3
RUN13438,2025-10-09,T3,M08,P04,OP09,480,336,1265,1178,87
RUN13439,2025-10-09,T3,M09,P01,OP09,480,367,2100,1994,106
RUN13440,2025-10-09,T3,M10,P03,OP09,480,380,1044,1009,35
RUN13441,2025-10-09,T3,M11,P01,OP06,480,455,1032,994,38
RUN13442,2025-10-09,T3,M12,P01,OP12,480,358,649,615,34
RUN13443,2025-10-10,T1,M01,P05,OP07,480,467,2222,2053,169
RUN13444,2025-10-10,T1,M02,P04,OP01,480,382,1639,1560,79
RUN13445,2025-10-10,T1,M03,P02,OP10,480,394,1108,1054,54
RUN13446,2025-10-10,T1,M04,P02,OP16,480,356,972,874,98
RUN13447,2025-10-10,T1,M05,P03,OP01,480,402,2757,2730,27
RUN13448,2025-10-10,T1,M06,P01,OP01,480,403,4536,4206,330
RUN13449,2025-10-10,T1,M07,P03,OP04,480,388,1364,1321,43
RUN13450,2025-10-10,T1,M08,P02,OP04,480,368,1389,1335,54
RUN13451,2025-10-10,T1,M09,P02,OP10,480,407,2442,2439,3
RUN13452,2025-10-10,T1,M10,P04,OP04,480,363,1195,1146,49
RUN13453,2025-10-10,T1,M11,P01,OP01,480,383,800,771,29
RUN13454,2025-10-10,T1,M12,P04,OP04,480,373,646,598,48
RUN13455,2025-10-10,T2,M01,P05,OP17,480,312,1466,1363,103
RUN13456,2025-10-10,T2,M02,P02,OP11,480,379,1776,1712,64
RUN13457,2025-10-10,T2,M04,P02,OP11,480,369,1021,968,53
RUN13458,2025-10-10,T2,M05,P05,OP17,480,457,3270,3220,50
RUN13459,2025-10-10,T2,M07,P01,OP11,480,436,1623,1560,63
RUN13460,2025-10-10,T2,M08,P01,OP08,480,359,1210,1150,60
RUN13461,2025-10-10,T2,M09,P01,OP11,480,396,2089,2089,0
RUN13462,2025-10-10,T2,M10,P05,OP11,480,399,1188,1125,63
RUN13463,2025-10-10,T2,M11,P01,OP17,480,432,933,891,42
RUN13464,2025-10-10,T2,M12,P03,OP17,480,331,557,521,36
RUN13465,2025-10-10,T3,M01,P01,OP06,480,402,2004,1966,38
RUN13466,2025-10-10,T3,M02,P04,OP12,480,380,1869,1814,55
RUN13467,2025-10-10,T3,M03,P03,OP12,480,361,1072,1072,0
RUN13468,2025-10-10,T3,M04,P01,OP09,480,373,989,938,51
RUN13469,2025-10-10,T3,M05,P02,OP15,480,365,2477,2446,31
RUN13470,2025-10-10,T3,M06,P02,OP12,480,394,4204,3908,296
RUN13471,2025-10-10,T3,M07,P02,OP03,480,372,1428,1375,53
RUN13472,2025-10-10,T3,M08,P01,OP03,480,337,1216,1147,69
RUN13473,2025-10-10,T3,M10,P04,OP09,480,403,1144,1144,0
RUN13474,2025-10-10,T3,M11,P05,OP03,480,435,939,916,23
RUN13475,2025-10-10,T3,M12,P01,OP18,480,349,600,585,15
RUN13476,2025-10-11,T1,M02,P01,OP07,480,370,1624,1498,126
RUN13477,2025-10-11,T1,M03,P04,OP04,480,460,1273,1246,27
RUN13478,2025-10-11,T1,M04,P03,OP04,480,332,876,838,38
RUN13479,2025-10-11,T1,M05,P04,OP01,480,451,3355,3252,103
RUN13480,2025-10-11,T1,M09,P04,OP10,480,458,2701,2554,147
RUN13481,2025-10-11,T1,M10,P03,OP07,480,427,1222,1207,15
RUN13482,2025-10-11,T1,M11,P03,OP10,480,421,905,855,50
RUN13483,2025-10-11,T1,M12,P05,OP13,480,270,486,450,36
RUN13484,2025-10-11,T2,M04,P03,OP05,480,370,1049,1021,28
RUN13485,2025-10-11,T2,M10,P02,OP14,480,343,1082,989,93
RUN13486,2025-10-11,T2,M12,P03,OP02,480,326,605,566,39
RUN13487,2025-10-11,T3,M01,P04,OP06,480,443,2174,2174,0
RUN13488,2025-10-11,T3,M02,P04,OP15,480,412,1884,1787,97
RUN13489,2025-10-11,T3,M05,P01,OP09,480,403,2878,2786,92
RUN13490,2025-10-11,T3,M08,P02,OP03,480,349,1260,1217,43
RUN13491,2025-10-11,T3,M10,P02,OP09,480,429,1254,1197,57
RUN13492,2025-10-11,T3,M11,P05,OP06,480,412,835,833,2
RUN13493,2025-10-11,T3,M12,P02,OP12,480,326,558,536,22
RUN13494,2025-10-12,T1,M01,P05,OP07,480,445,2131,2093,38
RUN13495,2025-10-12,T1,M02,P04,OP13,480,375,1721,1699,22
RUN13496,2025-10-12,T1,M03,P01,OP13,480,384,1044,1015,29
RUN13497,2025-10-12,T1,M05,P05,OP16,480,473,3349,3349,0
RUN13498,2025-10-12,T1,M08,P05,OP10,480,340,1222,1166,56
RUN13499,2025-10-12,T1,M09,P05,OP04,480,429,2435,2382,53
RUN13500,2025-10-12,T1,M12,P05,OP04,480,332,562,526,36
RUN13501,2025-10-12,T2,M01,P03,OP08,480,367,1619,1515,104
RUN13502,2025-10-12,T2,M03,P01,OP08,480,426,1192,1184,8
RUN13503,2025-10-12,T2,M05,P05,OP02,480,446,3169,3016,153
RUN13504,2025-10-12,T2,M09,P03,OP08,480,400,2285,2285,0
RUN13505,2025-10-12,T2,M10,P05,OP02,480,346,959,911,48
RUN13506,2025-10-12,T2,M11,P05,OP02,480,414,910,899,11
RUN13507,2025-10-12,T3,M02,P03,OP09,480,362,1628,1567,61
RUN13508,2025-10-12,T3,M06,P02,OP09,480,421,5032,4881,151
RUN13509,2025-10-12,T3,M07,P01,OP18,480,400,1491,1436,55
RUN13510,2025-10-12,T3,M08,P03,OP09,480,268,986,966,20
RUN13511,2025-10-12,T3,M11,P03,OP18,480,387,861,861,0
RUN13512,2025-10-13,T1,M01,P01,OP01,480,394,1822,1745,77
RUN13513,2025-10-13,T1,M02,P02,OP16,480,363,1506,1472,34
RUN13514,2025-10-13,T1,M03,P02,OP13,480,447,1228,1192,36
RUN13515,2025-10-13,T1,M04,P02,OP13,480,351,933,875,58
RUN13516,2025-10-13,T1,M05,P05,OP07,480,397,2948,2867,81
RUN13517,2025-10-13,T1,M06,P03,OP04,480,368,4311,4237,74
RUN13518,2025-10-13,T1,M07,P03,OP16,480,438,1476,1355,121
RUN13519,2025-10-13,T1,M08,P01,OP01,480,322,1160,1116,44
RUN13520,2025-10-13,T1,M09,P05,OP10,480,437,2223,2219,4
RUN13521,2025-10-13,T1,M10,P03,OP04,480,336,937,928,9
RUN13522,2025-10-13,T1,M11,P01,OP10,480,456,1039,1017,22
RUN13523,2025-10-13,T2,M01,P04,OP05,480,438,2132,2053,79
RUN13524,2025-10-13,T2,M02,P05,OP08,480,357,1568,1484,84
RUN13525,2025-10-13,T2,M03,P05,OP02,480,415,1085,1042,43
RUN13526,2025-10-13,T2,M04,P01,OP17,480,328,852,787,65
RUN13527,2025-10-13,T2,M05,P02,OP17,480,429,3217,3162,55
RUN13528,2025-10-13,T2,M06,P03,OP08,480,356,3860,3731,129
RUN13529,2025-10-13,T2,M07,P04,OP02,480,416,1664,1577,87
RUN13530,2025-10-13,T2,M08,P04,OP14,480,355,1225,1198,27
RUN13531,2025-10-13,T2,M09,P05,OP02,480,379,2123,2065,58
RUN13532,2025-10-13,T2,M10,P01,OP17,480,385,1245,1215,30
RUN13533,2025-10-13,T2,M11,P01,OP02,480,457,1053,1034,19
RUN13534,2025-10-13,T2,M12,P04,OP17,480,320,498,465,33
RUN13535,2025-10-13,T3,M01,P01,OP09,480,436,2101,2087,14
RUN13536,2025-10-13,T3,M02,P03,OP03,480,383,1693,1598,95
RUN13537,2025-10-13,T3,M03,P04,OP09,480,390,1102,1091,11
RUN13538,2025-10-13,T3,M04,P02,OP15,480,327,868,795,73
RUN13539,2025-10-13,T3,M07,P03,OP15,480,288,1047,1014,33
RUN13540,2025-10-13,T3,M09,P04,OP18,480,367,2029,1969,60
RUN13541,2025-10-13,T3,M10,P05,OP18,480,394,1198,1120,78
RUN13542,2025-10-13,T3,M12,P05,OP18,480,345,612,565,47
RUN13543,2025-10-14,T1,M01,P03,OP01,480,413,1976,1951,25
RUN13544,2025-10-14,T1,M03,P03,OP16,480,437,1255,1203,52
RUN13545,2025-10-14,T1,M04,P04,OP13,480,305,807,756,51
RUN13546,2025-10-14,T1,M05,P03,OP07,480,449,3223,3150,73
RUN13547,2025-10-14,T1,M06,P02,OP07,480,409,4181,4095,86
RUN13548,2025-10-14,T1,M07,P01,OP07,480,386,1397,1361,36
RUN13549,2025-10-14,T1,M08,P04,OP07,480,382,1306,1206,100
RUN13550,2025-10-14,T1,M09,P05,OP10,480,443,2658,2543,115
RUN13551,2025-10-14,T1,M10,P02,OP16,480,340,996,958,38
RUN13552,2025-10-14,T1,M11,P02,OP01,480,426,928,928,0
RUN13553,2025-10-14,T1,M12,P05,OP01,480,335,557,517,40
RUN13554,2025-10-14,T2,M01,P01,OP11,480,436,2093,2015,78
RUN13555,2025-10-14,T2,M02,P03,OP17,480,320,1513,1472,41
RUN13556,2025-10-14,T2,M03,P03,OP17,480,373,988,953,35
RUN13557,2025-10-14,T2,M04,P01,OP14,480,270,745,718,27
RUN13558,2025-10-14,T2,M05,P05,OP05,480,396,2949,2949,0
RUN13559,2025-10-14,T2,M06,P02,OP08,480,399,4474,4474,0
RUN13560,2025-10-14,T2,M07,P01,OP05,480,422,1615,1552,63
RUN13561,2025-10-14,T2,M08,P01,OP17,480,372,1223,1144,79
RUN13562,2025-10-14,T2,M09,P03,OP05,480,348,1893,1829,64
RUN13563,2025-10-14,T2,M10,P03,OP02,480,357,1156,1137,19
RUN13564,2025-10-14,T2,M11,P04,OP11,480,367,855,816,39
RUN13565,2025-10-14,T2,M12,P01,OP11,480,311,522,497,25
RUN13566,2025-10-14,T3,M01,P04,OP12,480,435,2049,2038,11
RUN13567,2025-10-14,T3,M02,P02,OP12,480,290,1281,1211,70
RUN13568,2025-10-14,T3,M03,P05,OP15,480,391,1116,1094,22
RUN13569,2025-10-14,T3,M04,P01,OP18,480,330,873,832,41
RUN13570,2025-10-14,T3,M05,P05,OP06,480,412,2966,2897,69
RUN13571,2025-10-14,T3,M06,P03,OP12,480,408,4501,4435,66
RUN13572,2025-10-14,T3,M07,P05,OP06,480,388,1318,1263,55
RUN13573,2025-10-14,T3,M08,P03,OP15,480,360,1236,1173,63
RUN13574,2025-10-14,T3,M09,P05,OP03,480,343,1938,1889,49
RUN13575,2025-10-14,T3,M10,P02,OP09,480,376,1164,1115,49
RUN13576,2025-10-14,T3,M11,P02,OP03,480,338,742,742,0
RUN13577,2025-10-14,T3,M12,P04,OP09,480,395,698,630,68
RUN13578,2025-10-15,T1,M02,P05,OP07,480,346,1577,1485,92
RUN13579,2025-10-15,T1,M04,P01,OP04,480,319,848,789,59
RUN13580,2025-10-15,T1,M05,P05,OP01,480,372,2704,2704,0
RUN13581,2025-10-15,T1,M06,P02,OP04,480,301,3185,3038,147
RUN13582,2025-10-15,T1,M08,P03,OP10,480,313,1054,976,78
RUN13583,2025-10-15,T1,M09,P04,OP01,480,427,2454,2408,46
RUN13584,2025-10-15,T1,M10,P03,OP16,480,365,1163,1126,37
RUN13585,2025-10-15,T1,M11,P04,OP01,480,422,1012,988,24
RUN13586,2025-10-15,T1,M12,P04,OP13,480,350,594,538,56
RUN13587,2025-10-15,T2,M01,P03,OP11,480,429,2088,2088,0
RUN13588,2025-10-15,T2,M02,P03,OP17,480,385,1728,1689,39
RUN13589,2025-10-15,T2,M03,P02,OP05,480,380,1052,1052,0
RUN13590,2025-10-15,T2,M04,P01,OP05,480,363,919,871,48
RUN13591,2025-10-15,T2,M06,P01,OP05,480,369,3649,3559,90
RUN13592,2025-10-15,T2,M07,P04,OP17,480,410,1463,1389,74
RUN13593,2025-10-15,T2,M08,P03,OP17,480,286,1128,1042,86
RUN13594,2025-10-15,T2,M09,P01,OP05,480,373,2238,2143,95
RUN13595,2025-10-15,T2,M10,P02,OP02,480,363,1069,1033,36
RUN13596,2025-10-15,T2,M11,P03,OP17,480,450,995,995,0
RUN13597,2025-10-15,T2,M12,P03,OP08,480,354,657,602,55
RUN13598,2025-10-15,T3,M01,P05,OP06,480,410,1886,1851,35
RUN13599,2025-10-15,T3,M02,P02,OP03,480,385,1800,1684,116
RUN13600,2025-10-15,T3,M03,P02,OP03,480,431,1199,1199,0
RUN13601,2025-10-15,T3,M04,P04,OP09,480,362,891,865,26
RUN13602,2025-10-15,T3,M05,P03,OP12,480,439,3183,3183,0
RUN13603,2025-10-15,T3,M06,P05,OP03,480,434,4579,4457,122
RUN13604,2025-10-15,T3,M07,P01,OP12,480,404,1549,1492,57
RUN13605,2025-10-15,T3,M08,P05,OP18,480,336,1139,1086,53
RUN13606,2025-10-15,T3,M10,P05,OP18,480,332,962,918,44
RUN13607,2025-10-15,T3,M11,P05,OP12,480,431,993,981,12
RUN13608,2025-10-15,T3,M12,P05,OP06,480,316,554,536,18
RUN13609,2025-10-16,T1,M01,P05,OP13,480,432,2054,2005,49
RUN13610,2025-10-16,T1,M02,P03,OP16,480,368,1502,1436,66
RUN13611,2025-10-16,T1,M03,P01,OP07,480,468,1330,1243,87
RUN13612,2025-10-16,T1,M05,P02,OP01,480,393,2760,2660,100
RUN13613,2025-10-16,T1,M06,P01,OP01,480,408,4560,4390,170
RUN13614,2025-10-16,T1,M07,P02,OP13,480,430,1567,1527,40
RUN13615,2025-10-16,T1,M08,P02,OP13,480,403,1484,1448,36
RUN13616,2025-10-16,T1,M09,P04,OP13,480,420,2471,2455,16
RUN13617,2025-10-16,T1,M10,P05,OP13,480,365,1094,1064,30
RUN13618,2025-10-16,T1,M11,P03,OP07,480,403,866,851,15
RUN13619,2025-10-16,T2,M01,P04,OP05,480,361,1679,1634,45
RUN13620,2025-10-16,T2,M02,P03,OP02,480,388,1884,1774,110
RUN13621,2025-10-16,T2,M03,P02,OP08,480,433,1205,1159,46
RUN13622,2025-10-16,T2,M04,P03,OP14,480,349,900,821,79
RUN13623,2025-10-16,T2,M05,P01,OP05,480,399,2783,2668,115
RUN13624,2025-10-16,T2,M06,P03,OP11,480,368,4153,4109,44
RUN13625,2025-10-16,T2,M08,P05,OP05,480,370,1294,1244,50
RUN13626,2025-10-16,T2,M09,P02,OP05,480,475,2618,2618,0
RUN13627,2025-10-16,T2,M10,P02,OP11,480,420,1242,1218,24
RUN13628,2025-10-16,T2,M11,P03,OP08,480,374,840,840,0
RUN13629,2025-10-16,T2,M12,P05,OP17,480,332,580,554,26
RUN13630,2025-10-16,T3,M01,P01,OP06,480,411,1918,1843,75
RUN13631,2025-10-16,T3,M02,P01,OP03,480,289,1244,1195,49
RUN13632,2025-10-16,T3,M03,P04,OP09,480,406,1168,1129,39
RUN13633,2025-10-16,T3,M04,P04,OP15,480,267,729,708,21
RUN13634,2025-10-16,T3,M06,P03,OP12,480,380,4059,3854,205
RUN13635,2025-10-16,T3,M08,P03,OP03,480,306,1151,1089,62
RUN13636,2025-10-16,T3,M09,P03,OP09,480,463,2665,2665,0
RUN13637,2025-10-16,T3,M10,P03,OP18,480,382,1073,1044,29
RUN13638,2025-10-16,T3,M11,P04,OP12,480,420,961,955,6
RUN13639,2025-10-16,T3,M12,P05,OP18,480,361,681,631,50
RUN13640,2025-10-17,T1,M01,P01,OP13,480,411,1909,1888,21
RUN13641,2025-10-17,T1,M03,P02,OP01,480,408,1136,1123,13
RUN13642,2025-10-17,T1,M04,P03,OP13,480,292,765,708,57
RUN13643,2025-10-17,T1,M05,P03,OP01,480,461,3198,3172,26
RUN13644,2025-10-17,T1,M06,P05,OP04,480,404,4498,4498,0
RUN13645,2025-10-17,T1,M07,P04,OP07,480,415,1549,1494,55
RUN13646,2025-10-17,T1,M08,P01,OP04,480,340,1270,1194,76
RUN13647,2025-10-17,T1,M09,P02,OP01,480,353,2086,2040,46
RUN13648,2025-10-17,T1,M10,P03,OP04,480,369,1165,1091,74
RUN13649,2025-10-17,T2,M02,P04,OP02,480,357,1518,1485,33
RUN13650,2025-10-17,T2,M03,P01,OP11,480,448,1243,1235,8
RUN13651,2025-10-17,T2,M04,P04,OP11,480,268,652,616,36
RUN13652,2025-10-17,T2,M06,P02,OP11,480,369,4029,3796,233
RUN13653,2025-10-17,T2,M07,P03,OP08,480,471,1814,1788,26
RUN13654,2025-10-17,T2,M08,P01,OP11,480,352,1278,1208,70
RUN13655,2025-10-17,T2,M09,P01,OP14,480,399,2394,2251,143
RUN13656,2025-10-17,T2,M10,P02,OP02,480,370,1164,1164,0
RUN13657,2025-10-17,T2,M11,P02,OP11,480,340,769,738,31
RUN13658,2025-10-17,T2,M12,P05,OP08,480,364,658,598,60
RUN13659,2025-10-17,T3,M01,P04,OP12,480,434,1913,1851,62
RUN13660,2025-10-17,T3,M02,P01,OP18,480,379,1610,1575,35
RUN13661,2025-10-17,T3,M04,P03,OP12,480,267,683,629,54
RUN13662,2025-10-17,T3,M05,P03,OP03,480,404,2874,2874,0
RUN13663,2025-10-17,T3,M06,P03,OP12,480,394,4267,4001,266
RUN13664,2025-10-17,T3,M07,P01,OP03,480,381,1377,1368,9
RUN13665,2025-10-17,T3,M08,P03,OP03,480,350,1283,1233,50
RUN13666,2025-10-17,T3,M10,P04,OP18,480,425,1248,1187,61
RUN13667,2025-10-17,T3,M11,P04,OP12,480,440,1009,1009,0
RUN13668,2025-10-17,T3,M12,P03,OP18,480,280,482,431,51
RUN13669,2025-10-18,T1,M02,P04,OP04,480,407,1847,1750,97
RUN13670,2025-10-18,T1,M03,P01,OP16,480,404,1173,1159,14
RUN13671,2025-10-18,T1,M05,P04,OP10,480,375,2696,2696,0
RUN13672,2025-10-18,T1,M06,P01,OP10,480,439,5038,4869,169
RUN13673,2025-10-18,T1,M07,P02,OP01,480,320,1199,1189,10
RUN13674,2025-10-18,T2,M01,P01,OP02,480,409,1959,1952,7
RUN13675,2025-10-18,T2,M04,P03,OP08,480,352,974,927,47
RUN13676,2025-10-18,T2,M05,P02,OP05,480,448,3052,3052,0
RUN13677,2025-10-18,T2,M06,P01,OP08,480,362,3832,3665,167
RUN13678,2025-10-18,T2,M07,P05,OP05,480,414,1586,1544,42
RUN13679,2025-10-18,T2,M08,P01,OP08,480,301,1037,993,44
RUN13680,2025-10-18,T2,M10,P02,OP17,480,357,1112,1112,0
RUN13681,2025-10-18,T2,M11,P03,OP08,480,459,979,968,11
RUN13682,2025-10-18,T2,M12,P04,OP14,480,344,574,549,25
RUN13683,2025-10-18,T3,M03,P01,OP09,480,406,1109,1087,22
RUN13684,2025-10-18,T3,M04,P05,OP18,480,265,688,685,3
RUN13685,2025-10-18,T3,M05,P02,OP18,480,459,3148,3121,27
RUN13686,2025-10-18,T3,M06,P01,OP15,480,357,3823,3676,147
RUN13687,2025-10-18,T3,M08,P05,OP18,480,314,1182,1125,57
RUN13688,2025-10-18,T3,M09,P01,OP06,480,453,2586,2578,8
RUN13689,2025-10-18,T3,M10,P02,OP18,480,401,1196,1155,41
RUN13690,2025-10-18,T3,M11,P04,OP12,480,385,837,812,25
RUN13691,2025-10-18,T3,M12,P02,OP15,480,385,660,610,50
RUN13692,2025-10-19,T1,M01,P04,OP01,480,420,1900,1831,69
RUN13693,2025-10-19,T1,M04,P01,OP01,480,363,1040,999,41
RUN13694,2025-10-19,T1,M06,P04,OP04,480,393,4395,4145,250
RUN13695,2025-10-19,T1,M08,P03,OP04,480,313,1152,1071,81
RUN13696,2025-10-19,T1,M10,P01,OP01,480,275,870,820,50
RUN13697,2025-10-19,T1,M11,P02,OP04,480,434,922,922,0
RUN13698,2025-10-19,T2,M01,P01,OP08,480,408,1835,1804,31
RUN13699,2025-10-19,T2,M03,P04,OP17,480,328,972,911,61
RUN13700,2025-10-19,T2,M04,P02,OP02,480,369,920,894,26
RUN13701,2025-10-19,T2,M06,P05,OP05,480,349,3891,3891,0
RUN13702,2025-10-19,T2,M08,P01,OP17,480,378,1370,1256,114
RUN13703,2025-10-19,T2,M09,P05,OP17,480,409,2424,2384,40
RUN13704,2025-10-19,T2,M10,P02,OP05,480,405,1241,1190,51
RUN13705,2025-10-19,T2,M12,P04,OP11,480,334,571,523,48
RUN13706,2025-10-19,T3,M01,P03,OP12,480,406,1893,1893,0
RUN13707,2025-10-19,T3,M02,P04,OP18,480,410,1886,1743,143
RUN13708,2025-10-19,T3,M03,P03,OP03,480,422,1236,1215,21
RUN13709,2025-10-19,T3,M05,P03,OP03,480,414,2983,2957,26
RUN13710,2025-10-19,T3,M09,P04,OP18,480,393,2131,2049,82
RUN13711,2025-10-20,T1,M02,P02,OP04,480,355,1515,1450,65
RUN13712,2025-10-20,T1,M03,P01,OP13,480,452,1152,1139,13
RUN13713,2025-10-20,T1,M04,P05,OP16,480,360,924,884,40
RUN13714,2025-10-20,T1,M05,P01,OP04,480,460,3357,3304,53
RUN13715,2025-10-20,T1,M06,P04,OP01,480,405,4466,4376,90
RUN13716,2025-10-20,T1,M07,P02,OP04,480,425,1496,1481,15
RUN13717,2025-10-20,T1,M08,P05,OP10,480,349,1248,1203,45
RUN13718,2025-10-20,T1,M09,P01,OP07,480,418,2334,2185,149
RUN13719,2025-10-20,T1,M10,P04,OP01,480,404,1310,1244,66
RUN13720,2025-10-20,T1,M12,P01,OP10,480,315,511,473,38
RUN13721,2025-10-20,T2,M01,P03,OP05,480,463,2105,2105,0
RUN13722,2025-10-20,T2,M02,P05,OP02,480,357,1619,1523,96
RUN13723,2025-10-20,T2,M03,P05,OP02,480,473,1409,1395,14
RUN13724,2025-10-20,T2,M04,P01,OP17,480,324,861,813,48
RUN13725,2025-10-20,T2,M05,P01,OP14,480,426,3045,3023,22
RUN13726,2025-10-20,T2,M06,P03,OP14,480,412,4593,4544,49
RUN13727,2025-10-20,T2,M07,P02,OP14,480,266,1006,950,56
RUN13728,2025-10-20,T2,M08,P05,OP17,480,336,1249,1195,54
RUN13729,2025-10-20,T2,M09,P01,OP14,480,390,2103,1987,116
RUN13730,2025-10-20,T2,M10,P02,OP05,480,333,921,897,24
RUN13731,2025-10-20,T2,M11,P04,OP11,480,387,869,834,35
RUN13732,2025-10-20,T2,M12,P03,OP08,480,324,586,547,39
RUN13733,2025-10-20,T3,M01,P01,OP03,480,367,1787,1744,43
RUN13734,2025-10-20,T3,M02,P04,OP06,480,394,1696,1677,19
RUN13735,2025-10-20,T3,M03,P03,OP18,480,443,1297,1272,25
RUN13736,2025-10-20,T3,M04,P03,OP06,480,366,1004,957,47
RUN13737,2025-10-20,T3,M05,P04,OP09,480,425,3125,3125,0
RUN13738,2025-10-20,T3,M06,P01,OP18,480,382,4180,3970,210
RUN13739,2025-10-20,T3,M07,P01,OP03,480,330,1320,1268,52
RUN13740,2025-10-20,T3,M08,P02,OP09,480,393,1446,1379,67
RUN13741,2025-10-20,T3,M09,P04,OP12,480,366,2039,2002,37
RUN13742,2025-10-20,T3,M11,P05,OP15,480,435,924,912,12
RUN13743,2025-10-20,T3,M12,P05,OP06,480,367,647,607,40
RUN13744,2025-10-21,T1,M01,P02,OP16,480,453,2128,2039,89
RUN13745,2025-10-21,T1,M02,P01,OP10,480,397,1763,1684,79
RUN13746,2025-10-21,T1,M03,P04,OP07,480,361,1006,1000,6
RUN13747,2025-10-21,T1,M05,P04,OP13,480,408,2726,2679,47
RUN13748,2025-10-21,T1,M06,P04,OP16,480,358,3916,3721,195
